DATE_HOUR,FROM_STOP_NAME,TOTAL_PASSENGER
2024-06-13 02,Venjarammoodu Depot,96
2024-06-13 02,Kuttimoodu,21
2024-06-13 02,Pothencode,395
2024-06-13 02,Vellayambalam,35
2024-06-13 02,Thachottukavu,40
2024-06-13 02,Sreenarayanapuram,33
2024-06-13 02,Nanthancode,2
2024-06-13 02,Ookkodu,13
2024-06-13 02,Venganoor,128
2024-06-13 02,Chalakuzhy,5
2024-06-13 02,Mananthala,27
2024-06-13 02,Malamelkunnu,60
2024-06-13 02,Ariyottukonam,7
2024-06-13 02,Karingadamugal,17
2024-06-13 02,Valiyathura,33
2024-06-13 02,Kuravankonam,4
2024-06-13 02,Kanjirampara,11
2024-06-13 02,Parottukonam,4
2024-06-13 02,Mettukada,80
2024-06-13 02,Vengode,17
2024-06-13 02,Block Junction Venkavila,27
2024-06-13 02,Crpf Gate,50
2024-06-13 02,Manjamala,3
2024-06-13 02,Kulasekharam,26
2024-06-13 02,Kudappanakunnu Bank Junction,1
2024-06-13 02,16th Mile,89
2024-06-13 02,Vikas Bhavan Depot,4
2024-06-13 02,Njadoorkonam,157
2024-06-13 02,Museum Public Office Complex,7
2024-06-13 02,Vettinadu,22
2024-06-13 02,Aruvikkara,9
2024-06-13 02,Aliyeltharatta,9
2024-06-13 02,Kottarakkari,20
2024-06-13 02,Azhimala Temple,1
2024-06-13 02,Vellaikadavu,22
2024-06-13 02,Chittazha,31
2024-06-13 02,Thampanoor Railway Station,43
2024-06-13 02,Thekkada Junction,40
2024-06-13 02,Veli Church,54
2024-06-13 02,Nannattukavu,13
2024-06-13 02,Pachira,13
2024-06-13 02,Valiyarathala,3
2024-06-13 02,Chathenpra,7
2024-06-13 02,Karimbuvila,3
2024-06-13 02,Nettayam,12
2024-06-13 02,Maithani,17
2024-06-13 02,Nalanchira Main Gate,34
2024-06-13 02,Thiruvallam,165
2024-06-13 02,Peroorkada,19
2024-06-13 02,Kallumoodu,43
2024-06-13 02,Nehru Junction,12
2024-06-13 02,Vavara Ambalam,32
2024-06-13 02,Mangalapuram,79
2024-06-13 02,Kallettumukku,2
2024-06-13 02,Karakulam Keltron Junction,14
2024-06-13 02,Nalanchira,3
2024-06-13 02,Kseb Chakkai,33
2024-06-13 02,Karakulam Palam,79
2024-06-13 02,Kunnapuzha,31
2024-06-13 02,Kazhakkoottam,431
2024-06-13 02,Kachani,3
2024-06-13 02,Koduganoor,36
2024-06-13 02,Maranalloor,3
2024-06-13 02,Rotary,77
2024-06-13 02,Medical College Bus Stand,35
2024-06-13 02,Mukkolakkal,18
2024-06-13 02,Kanjirampara Junction,19
2024-06-13 02,Mamam,25
2024-06-13 02,Ooruttambalam,3
2024-06-13 02,Perunelli,4
2024-06-13 02,Techno Park Rear Gate Vallathode,33
2024-06-13 02,Mullassery,9
2024-06-13 02,Titanium,30
2024-06-13 02,Puthuveettumele,4
2024-06-13 02,Malayinkeezh,8
2024-06-13 02,6th Stone Vazhayila,7
2024-06-13 02,Mukkolakkal Temple,4
2024-06-13 02,Ulloor A,14
2024-06-13 02,Panagod,17
2024-06-13 02,Kalliyodu,57
2024-06-13 02,Karyavattom,23
2024-06-13 02,East Fort North Bus Stand,793
2024-06-13 02,Pachalloor School,13
2024-06-13 02,Chempazhanthy,33
2024-06-13 02,Mudavanmugal,52
2024-06-13 02,Valliya Kattayikkal,7
2024-06-13 02,Jagathy,35
2024-06-13 02,Shangumukham Beach,69
2024-06-13 02,Mangalapuram East,76
2024-06-13 02,Sree Karyam,91
2024-06-13 02,Maruthoorkadavu,24
2024-06-13 02,Kovalam Beach,45
2024-06-13 02,Murukkumpuzha,124
2024-06-13 02,Medical College Thiruvananthapuram,56
2024-06-13 02,Kiliyoor,129
2024-06-13 02,Peroorkada Depot,434
2024-06-13 02,Kims Venpalavattom,10
2024-06-13 02,Kulathoor,86
2024-06-13 02,Puthanpalam,24
2024-06-13 02,Anchamkallu,63
2024-06-13 02,Kattayikonam,46
2024-06-13 02,Koithoorkonam,22
2024-06-13 02,Technopark Front Gate,10
2024-06-13 02,Plavila,22
2024-06-13 02,Kadinamkulam,115
2024-06-13 02,Perekonam,9
2024-06-13 02,Palayam Fine Arts College,37
2024-06-13 02,East Mukkola,5
2024-06-13 02,Aruvikkarakonam,4
2024-06-13 02,Peroorkada Junction,103
2024-06-13 02,Muthalapozhi Palam,10
2024-06-13 02,Ponnara School,25
2024-06-13 02,Thampanoor Main Bus Stand,527
2024-06-13 02,Valiyavila,206
2024-06-13 02,Vavarambalam,34
2024-06-13 02,Thottumukku,17
2024-06-13 02,Vattappara,50
2024-06-13 02,Kodunganoor,36
2024-06-13 02,Paruthippara,11
2024-06-13 02,Perumathura,72
2024-06-13 02,Fort Hospital,3
2024-06-13 02,Pachalloor,20
2024-06-13 02,Pwodeesyaram Society Muku,3
2024-06-13 02,Vellayambalam Elankim Devi,20
2024-06-13 02,Vedivechan Kovil,1
2024-06-13 02,Mangattukonam,5
2024-06-13 02,Palathara,2
2024-06-13 02,Muttappalam Junction,4
2024-06-13 02,Poovanathin Moodu,6
2024-06-13 02,Pettah,1
2024-06-13 02,Madathunada,14
2024-06-13 02,Mukkola,2
2024-06-13 02,Anthiyoorkonam,10
2024-06-13 02,Panthalakode Junction,1
2024-06-13 02,St Andrews,14
2024-06-13 02,Chiramukku,6
2024-06-13 02,Vazhuthacaud Womens College,5
2024-06-13 02,Plamoodu,2
2024-06-13 02,Jts Mancha,1
2024-06-13 02,Pallivila,1
2024-06-13 02,Pullanivila,4
2024-06-13 02,Pachaloor Chudukadu Temple,1
2024-06-13 02,Eettimmodu,2
2024-06-13 02,Kuzhivettanvila,1
2024-06-13 02,Pattom St Marys Hss,1
2024-06-13 01,Pamamcode,1
2024-06-13 01,Chakai,40
2024-06-13 01,Pattoor,12
2024-06-13 01,East Mukkola,6
2024-06-13 01,Nemom,6
2024-06-13 01,Malayinkeezh,13
2024-06-13 01,Thampanoor Main Bus Stand,358
2024-06-13 01,Thekkada Junction,45
2024-06-13 01,Palayam Saphalyam,2
2024-06-13 01,Panangodu Junction,76
2024-06-13 01,Statue Sbi Or Secretariat,183
2024-06-13 01,Kavinpuram,24
2024-06-13 01,Poojapura Junction,10
2024-06-13 01,Mangalapuram East,62
2024-06-13 01,Kachani Junction,56
2024-06-13 01,Sreekaryam Junction,135
2024-06-13 01,Karakulam Palam,35
2024-06-13 01,Paippinmoodu,6
2024-06-13 01,Perumathura,56
2024-06-13 01,Mannamoola,1
2024-06-13 01,Perumkuzhi,114
2024-06-13 01,Nalamkallu,9
2024-06-13 01,East Fort Bus Stand,141
2024-06-13 01,Mannanthala,31
2024-06-13 01,Kamaleswaram,39
2024-06-13 01,Peyad,20
2024-06-13 01,Muttada,2
2024-06-13 01,Maruthankuzhi,25
2024-06-13 01,Jagathy,5
2024-06-13 01,Chempoor Junction,17
2024-06-13 01,Pravachambalam,4
2024-06-13 01,Kerala University,4
2024-06-13 01,Pattoor Junction,27
2024-06-13 01,Chenkottukonam,68
2024-06-13 01,6th Stone Vazhayila,4
2024-06-13 01,Pattom Sut Office,114
2024-06-13 01,Karumom Vishnu Temple,9
2024-06-13 01,Vellayambalam,5
2024-06-13 01,Karyavattom University,29
2024-06-13 01,Paruthikkuzhy,9
2024-06-13 01,Venganoor,45
2024-06-13 01,Aruvippuram,8
2024-06-13 01,Ariyottukonam,17
2024-06-13 01,Puthukurichy Church,58
2024-06-13 01,Vattappara,8
2024-06-13 01,Cheruvallimukku,10
2024-06-13 01,Latex Junction Or Chitralekha Studio,37
2024-06-13 01,Elamba,4
2024-06-13 01,Chittazha,4
2024-06-13 01,Chempazhanthy,55
2024-06-13 01,Kanjirampara,10
2024-06-13 01,Malamelkunnu,38
2024-06-13 01,Pwodeesyaram Society Muku,2
2024-06-13 01,Vengode,8
2024-06-13 01,Kesavadasapuram,17
2024-06-13 01,Arappura,2
2024-06-13 01,Vettinadu,5
2024-06-13 01,Nehru Junction,7
2024-06-13 01,Kaniyapuram,133
2024-06-13 01,Korani Junction,94
2024-06-13 01,Vettuthura,23
2024-06-13 01,Venjarammoodu Depot,94
2024-06-13 01,Peroorkada Junction,117
2024-06-13 01,Thiruvalloor Lps Junction,15
2024-06-13 01,Medical College Bus Stand,4
2024-06-13 01,Vettukadu,12
2024-06-13 01,Nanthancode,4
2024-06-13 01,East Fort South Bus Stand,125
2024-06-13 01,Azhikode,2
2024-06-13 01,Pmg,20
2024-06-13 01,Easwara Vilasam Cotton Hill School,13
2024-06-13 01,Ambalamukku,23
2024-06-13 01,Vellanchira,15
2024-06-13 01,Radio Station Monvila,34
2024-06-13 01,Shangumukham Beach,7
2024-06-13 01,Vavara Ambalam,8
2024-06-13 01,Madrasmukku,1
2024-06-13 01,Maithani,41
2024-06-13 01,Mamam,22
2024-06-13 01,Concordia Lutheran High School,9
2024-06-13 01,16th Mile,65
2024-06-13 01,Pullampara Palam,18
2024-06-13 01,Sreekariyam,21
2024-06-13 01,Puthanpalam,14
2024-06-13 01,Valiyavila,24
2024-06-13 01,Karikkakom Vayanasala,9
2024-06-13 01,Medical College Thiruvananthapuram,28
2024-06-13 01,Kumarapuram,18
2024-06-13 01,Kumarichantha,52
2024-06-13 01,Aruvikkarakonam,39
2024-06-13 01,Poonthura Junction,49
2024-06-13 01,Pachira,18
2024-06-13 01,Kalliyoor,35
2024-06-13 01,Melathumele,26
2024-06-13 01,Vandithadam,62
2024-06-13 01,Moozhi,14
2024-06-13 01,Anchamkallu,20
2024-06-13 01,Water Tank Pallithura,2
2024-06-13 01,Ulloor,143
2024-06-13 01,Civil Station Gate,2
2024-06-13 01,Pangappara,39
2024-06-13 01,Ayilam,15
2024-06-13 01,Thiruvallam,76
2024-06-13 01,Punnakkamugal,6
2024-06-13 01,Karikkakom Temple,4
2024-06-13 01,Titanium,14
2024-06-13 01,Panimoola Temple,1
2024-06-13 01,Vellayani Junction,2
2024-06-13 01,Ptp Nagar,3
2024-06-13 01,Kudappanakunnu Bank Junction,1
2024-06-13 01,Dpi Junction,2
2024-06-13 01,Ulloor A,1
2024-06-13 01,Pump House,1
2024-06-13 01,Kuravankonam,3
2024-06-13 01,Vazhavilapaalam,9
2024-06-13 01,Pettah,7
2024-06-13 01,Mudavanmugal,5
2024-06-13 01,Neeramankara,3
2024-06-13 01,Poovanathin Moodu,9
2024-06-13 01,Mankattumoola,10
2024-06-13 01,Pachalloor School,3
2024-06-13 01,Peroorkada,18
2024-06-13 01,Ookkodu,17
2024-06-13 01,Mukkolakkal,4
2024-06-13 01,Kadinamkulam,116
2024-06-13 01,Pappanamcode,47
2024-06-13 01,Venkavila Junction,14
2024-06-13 01,Vellayani,8
2024-06-13 01,Nettayam,23
2024-06-13 01,Attingal Bus Station,308
2024-06-13 01,Powdikonam Melemukku,4
2024-06-13 01,Shangumukham,14
2024-06-13 01,Kavadithalakkal,3
2024-06-13 01,Chirayinkeezhu Bus Stand,75
2024-06-13 01,Statue Bsnl,25
2024-06-13 01,Punchakkari,57
2024-06-13 01,Mettukada,1
2024-06-13 01,Panagod,26
2024-06-13 01,Lms Corporation Office,6
2024-06-13 01,Karamana Prs,1
2024-06-13 01,Vembayam,34
2024-06-13 01,Vazhamuttom,6
2024-06-13 01,Veli Church,17
2024-06-13 01,Kulathoor,78
2024-06-13 01,Karamana Junction,48
2024-06-13 01,Powdikonam,12
2024-06-13 01,Santhivila Up School,11
2024-06-13 01,Valiyathura Shangumugam,17
2024-06-13 01,Sree Karyam,69
2024-06-13 01,Palayam,1
2024-06-13 01,Rcc Thiruvananthapuram,12
2024-06-13 01,Veli Lake,6
2024-06-13 01,Kuzhivila,45
2024-06-13 01,Kachani,32
2024-06-13 01,Co Operative Bank Peroorkada,1
2024-06-13 01,Kottarakkari,56
2024-06-13 01,Muthalapozhi Palam,12
2024-06-13 01,Kallumoodu,24
2024-06-13 01,St Andrews,15
2024-06-13 01,Vellayani Temple,3
2024-06-13 01,Murukkumpuzha,120
2024-06-13 01,East Fort North Bus Stand,513
2024-06-13 01,Kanjirampara Junction,7
2024-06-13 01,Mangalapuram,79
2024-06-13 01,Kseb Chakkai,4
2024-06-13 01,Vikas Bhavan Depot,20
2024-06-13 01,East South Fort Bus Stand,118
2024-06-13 01,Thirumala,1
2024-06-13 01,Karyavattom,1
2024-06-13 01,World Market,28
2024-06-13 01,Channakara,40
2024-06-13 01,Irinchayam,35
2024-06-13 01,Sn Nagar,38
2024-06-13 01,Nedumangad Bus Stand,93
2024-06-13 01,Pachaloor Chudukadu Temple,1
2024-06-13 01,Karakulam Panchayath,5
2024-06-13 01,Malayam,23
2024-06-13 01,Avanavanchery,2
2024-06-13 01,Padinjattumukku,45
2024-06-13 01,Museum,1
2024-06-13 01,Kuttimoodu,14
2024-06-13 01,Crpf Gate,50
2024-06-13 01,Venpalavattom,1
2024-06-13 01,Kattadimukku,33
2024-06-13 01,Civil Station Kudappanakunnu,11
2024-06-13 01,Murinjapalam,53
2024-06-13 01,Pothencode,275
2024-06-13 01,Pallimukku,1
2024-06-13 01,Puliyarakkonam,24
2024-06-13 01,Murinjapalam Vengode,3
2024-06-13 01,10th Stone Patham Kallu,14
2024-06-13 01,Poundukadavu,16
2024-06-13 01,Beemapalli Back,1
2024-06-13 01,Peroorkada Depot,194
2024-06-13 01,Paruthippara,2
2024-06-13 01,Andoorkonam Hospital,35
2024-06-13 01,Thampanoor Railway Station,49
2024-06-13 01,Pullikonam,21
2024-06-13 01,Irinchayam Steps,47
2024-06-13 01,8th Stone,12
2024-06-13 01,Kodunganoor,5
2024-06-13 01,Ponnara School,6
2024-06-13 01,Karakulam Keltron Junction,3
2024-06-13 01,Block Junction Venkavila,29
2024-06-13 01,Fathima Thumba,17
2024-06-13 01,Ks Road Kovalam Junction,5
2024-06-13 01,Vellaikadavu,41
2024-06-13 01,Palayam Fine Arts College,16
2024-06-13 01,Aiyroopara,63
2024-06-13 01,Anayara,17
2024-06-13 01,Kattayikonam,38
2024-06-13 01,Kowdiar,25
2024-06-13 01,Konchira,19
2024-06-13 01,Nannattukavu,16
2024-06-13 01,Kollamkonam,19
2024-06-13 01,Valliya Kattayikkal,5
2024-06-13 01,Valiyathura,32
2024-06-13 01,Kovalam Junction,22
2024-06-13 01,Pappanamcode Ksrtc Depot,26
2024-06-13 01,Chellamagalam Panjayath,49
2024-06-13 01,Kalliyodu,30
2024-06-13 01,Mukkolakkal Temple,1
2024-06-13 01,Nalanchira Main Gate,21
2024-06-13 01,Vizhinjam Bus Stand,16
2024-06-13 01,Muttukonam,25
2024-06-13 01,Edavacode,1
2024-06-13 01,Vellayambalam Elankim Devi,6
2024-06-13 01,Kazhakkoottam,188
2024-06-13 01,Rotary,15
2024-06-13 01,Beema Pally,53
2024-06-13 01,Njadoorkonam,77
2024-06-13 01,Nannattukavu A,11
2024-06-13 01,Anthiyoorkonam,2
2024-06-13 01,Kiliyoor,88
2024-06-13 01,Vayalikada,18
2024-06-13 01,Puthuveettumele,5
2024-06-13 01,Vavarambalam,35
2024-06-13 01,Koithoorkonam,22
2024-06-13 01,Pirappancode,9
2024-06-13 01,Koppam,18
2024-06-13 01,Karakkamandapam Junction,1
2024-06-13 01,Ayurveda College,4
2024-06-13 01,Gramattumukku,2
2024-06-13 01,Vavarambalam A,1
2024-06-13 01,Puthoorkonam Junction,2
2024-06-13 01,Doordarshan,1
2024-06-13 01,Perekonam,1
2024-06-13 01,Valiyashala Mahadeva Temple,4
2024-06-13 01,Velavoor,3
2024-06-13 01,Venpalavattom Devi Temple,1
2024-06-13 01,Mannarakonam,3
2024-06-13 01,Vattiyoorkavu,4
2024-06-13 01,Concordia School,2
2024-06-13 00,Murukkumpuzha,75
2024-06-13 00,Nannattukavu,2
2024-06-13 00,St Andrews,4
2024-06-13 00,Chenkottukonam,13
2024-06-13 00,Karyavattom University,21
2024-06-13 00,Kachani Junction,29
2024-06-13 00,Kaimanam,7
2024-06-13 00,Vengode,15
2024-06-13 00,Kamaleswaram,12
2024-06-13 00,Vembayam,5
2024-06-13 00,Vazhamuttom,8
2024-06-13 00,Chellamagalam Panjayath,16
2024-06-13 00,Ulloor,26
2024-06-13 00,Kovalam Beach,11
2024-06-13 00,Poovanathin Moodu,19
2024-06-13 00,Mangalapuram East,27
2024-06-13 00,Crpf Gate,16
2024-06-13 00,Palayam Fine Arts College,8
2024-06-13 00,Korani Junction,11
2024-06-13 00,Panangodu Junction,20
2024-06-13 00,Peroorkada Junction,10
2024-06-13 00,Venkavila Junction,5
2024-06-13 00,Kattakkada,23
2024-06-13 00,Thekkada Junction,2
2024-06-13 00,Kolichira,15
2024-06-13 00,Pothencode,142
2024-06-13 00,Mylamoodu,7
2024-06-13 00,Water Tank Pallithura,4
2024-06-13 00,Pappanamcode,13
2024-06-13 00,Thiruvallam,23
2024-06-13 00,Perumkuzhi,97
2024-06-13 00,Thampanoor Main Bus Stand,54
2024-06-13 00,Navacode Maranallur,13
2024-06-13 00,Cheruvallimukku,11
2024-06-13 00,10th Stone Patham Kallu,6
2024-06-13 00,Pattoor Junction,5
2024-06-13 00,Pattom Sut Office,14
2024-06-13 00,Andoorkonam Hospital,3
2024-06-13 00,Chempoor Junction,11
2024-06-13 00,Attingal Bus Station,87
2024-06-13 00,Anayara,1
2024-06-13 00,Ooruttambalam,4
2024-06-13 00,Kuzhivila,16
2024-06-13 00,Nedumangad Bus Stand,33
2024-06-13 00,Mangalapuram,22
2024-06-13 00,Malamelkunnu,18
2024-06-13 00,Kattadimukku,41
2024-06-13 00,Karakulam Palam,2
2024-06-13 00,Vellayambalam,6
2024-06-13 00,Thampanoor Railway Station,65
2024-06-13 00,Sasthavattom,38
2024-06-13 00,Jts Mancha,17
2024-06-13 00,Muttappalam Junction,26
2024-06-13 00,Sreekaryam Junction,33
2024-06-13 00,Mamam,13
2024-06-13 00,Channakara,11
2024-06-13 00,Thoongampara,14
2024-06-13 00,Kseb Chakkai,2
2024-06-13 00,Vellayambalam Elankim Devi,10
2024-06-13 00,Valliya Kattayikkal,6
2024-06-13 00,Chirayinkeezhu Bus Stand,130
2024-06-13 00,Maithani,18
2024-06-13 00,Puthukurichy Church,13
2024-06-13 00,East Fort North Bus Stand,308
2024-06-13 00,Kottarakkari,34
2024-06-13 00,Valiyarathala,27
2024-06-13 00,Manjamala,7
2024-06-13 00,Chittazha,1
2024-06-13 00,Kulathoor,15
2024-06-13 00,Block Junction Venkavila,8
2024-06-13 00,Mukkolakkal,6
2024-06-13 00,Vellanchira,15
2024-06-13 00,Kattayikonam,12
2024-06-13 00,Valiyathura,1
2024-06-13 00,Civil Station Junction Kudappanakunnu,9
2024-06-13 00,Mottamoodu,1
2024-06-13 00,Pachalloor School,20
2024-06-13 00,Pmg,2
2024-06-13 00,Pottanpara,1
2024-06-13 00,Sn Nagar,4
2024-06-13 00,Kanjirampara,11
2024-06-13 00,Kochuveli Railway Station,8
2024-06-13 00,Pallichal,3
2024-06-13 00,Mankattumoola,2
2024-06-13 00,Kiliyoor,26
2024-06-13 00,Venganoor,36
2024-06-13 00,Aruvikkara,3
2024-06-13 00,Kovalam Junction,13
2024-06-13 00,Chempazhanthy,7
2024-06-13 00,Chanthavila,4
2024-06-13 00,Sainik School,6
2024-06-13 00,Venjarammoodu Depot,6
2024-06-13 00,Pangappara,16
2024-06-13 00,Kaniyapuram,97
2024-06-13 00,Karamana Junction,14
2024-06-13 00,Vavara Ambalam,3
2024-06-13 00,World Market,10
2024-06-13 00,Thampanoor Rms,8
2024-06-13 00,Vavarambalam,4
2024-06-13 00,6th Stone Vazhayila,2
2024-06-13 00,Perekonam,1
2024-06-13 00,Muttukonam,2
2024-06-13 00,Mannanthala,10
2024-06-13 00,Koithoorkonam,9
2024-06-13 00,Kakkamoola,3
2024-06-13 00,Aiyroopara,18
2024-06-13 00,Murinjapalam,8
2024-06-13 00,Pappanamcode Ksrtc Depot,7
2024-06-13 00,Statue Bsnl,18
2024-06-13 00,Kadinamkulam,24
2024-06-13 00,Titanium,5
2024-06-13 00,Kuttimoodu,12
2024-06-13 00,East South Fort Bus Stand,50
2024-06-13 00,Fathima Thumba,4
2024-06-13 00,Chakai,16
2024-06-13 00,Perumathura,42
2024-06-13 00,Vandithadam,8
2024-06-13 00,Kumarapuram,10
2024-06-13 00,Irumpa,8
2024-06-13 00,Vikas Bhavan Depot,2
2024-06-13 00,Statue Sbi Or Secretariat,91
2024-06-13 00,Nalanchira Main Gate,5
2024-06-13 00,Kazhakkoottam,50
2024-06-13 00,East Fort Bus Stand,19
2024-06-13 00,Nettayam,18
2024-06-13 00,Konchira,6
2024-06-13 00,Avanavanchery,3
2024-06-13 00,Irinchayam Steps,15
2024-06-13 00,Pullampara Palam,5
2024-06-13 00,16th Mile,9
2024-06-13 00,Palayam Chandrasekharan Nair Stadium,9
2024-06-13 00,Ayurveda College,1
2024-06-13 00,Njadoorkonam,30
2024-06-13 00,Vavarambalam A,3
2024-06-13 00,Kalloor Palam,5
2024-06-13 00,Rotary,1
2024-06-13 00,Vettuthura,6
2024-06-13 00,Mukkolakkal Temple,1
2024-06-13 00,Anchamkallu,1
2024-06-13 00,Kumarichantha,12
2024-06-13 00,Nemom,2
2024-06-13 00,Maranalloor,4
2024-06-12 23,Dpi Junction,1
2024-06-12 23,Mottamoodu,1
2024-06-12 23,Rcc Thiruvananthapuram,8
2024-06-12 23,Vavarambalam,4
2024-06-12 23,6th Stone Vazhayila,1
2024-06-12 23,Kovalam Junction,1
2024-06-12 23,Kottarakkari,4
2024-06-12 23,Mangalapuram East,4
2024-06-12 23,Pathamkallu,1
2024-06-12 23,Kochupally,1
2024-06-12 23,Maithani,2
2024-06-12 23,Mamam,3
2024-06-12 23,Pachalloor School,5
2024-06-12 23,Karamana Junction,3
2024-06-12 23,Nemom,7
2024-06-12 23,Pappanamcode,2
2024-06-12 23,Pagampara Palam,4
2024-06-12 23,Pattom Sut Office,6
2024-06-12 23,Thiruvallam,7
2024-06-12 23,East Fort North Bus Stand,86
2024-06-12 23,Pattoor Junction,3
2024-06-12 23,Pulinkudy,6
2024-06-12 23,Korani Junction,3
2024-06-12 23,Palayam Fine Arts College,2
2024-06-12 23,Kochuveli Railway Station,76
2024-06-12 23,Rotary,1
2024-06-12 23,Thampanoor Railway Station,53
2024-06-12 23,Pallichal,9
2024-06-12 23,Vazhamuttom,3
2024-06-12 23,Ulloor,1
2024-06-12 23,Murukkumpuzha,3
2024-06-12 23,Mukkola,19
2024-06-12 23,Perumkuzhi,5
2024-06-12 23,Balaramapuram,13
2024-06-12 23,Attingal Bus Station,17
2024-06-12 23,Karyavattom,2
2024-06-12 23,Statue Sbi Or Secretariat,6
2024-06-12 23,Vizhinjam Bus Stand,4
2024-06-12 23,Nedumangad Bus Stand,5
2024-06-12 23,Kazhakkoottam,11
2024-06-12 23,World Market,4
2024-06-12 23,10th Stone Patham Kallu,1
2024-06-12 23,Kattadimukku,5
2024-06-12 23,Sree Karyam,15
2024-06-12 23,Chappath,1
2024-06-12 23,Cheruvallimukku,8
2024-06-12 23,Murinjapalam,4
2024-06-12 23,16th Mile,8
2024-06-12 23,Puthiyathura,1
2024-06-12 23,Neyyattinkara Bus Station,11
2024-06-12 23,Vedivechan Kovil,8
2024-06-12 23,Sn Nagar,1
2024-06-12 23,Chakai,6
2024-06-12 23,Koithoorkonam,2
2024-06-12 23,Kaniyapuram,10
2024-06-12 22,Peyad,6
2024-06-12 22,Puthiyathura,5
2024-06-12 22,Pulinkudy,5
2024-06-12 22,Vizhinjam Bus Stand,3
2024-06-12 22,Chappath,4
2024-06-12 22,Balaramapuram,5
2024-06-12 22,Mukkola,9
2024-06-12 22,Kattakkada,5
2024-06-12 22,Killy,1
2024-06-12 22,East Fort North Bus Stand,35
2024-06-12 22,Kovalam Junction,1
2024-06-12 22,Poovar Bus Stand,23
2024-06-12 22,Kochupally,1
2024-06-12 22,Malayinkeezh,7
2024-06-12 22,Karipur,4
2024-06-12 22,Anthiyoorkonam,4
2024-06-12 22,Rotary,1
2024-06-12 17,East Fort South Bus Stand,23
2024-06-12 17,Pappanamcode,2
2024-06-12 17,Karamana Junction,3
2024-06-12 17,Rotary,2
2024-06-12 17,Dpi Junction,3
2024-06-12 17,Kattakkada,16
2024-06-12 17,Killy,1
2024-06-12 17,East South Fort Bus Stand,45
2024-06-12 17,Valiyavila,1
2024-06-12 17,Balaramapuram,1
2024-06-12 16,Statue Bsnl,14
2024-06-12 16,Vellayambalam,8
2024-06-12 16,Rotary,1
2024-06-12 16,Ulloor,1
2024-06-12 16,East Fort South Bus Stand,31
2024-06-12 16,Thampanoor Main Bus Stand,4
2024-06-12 16,Kamaleswaram,7
2024-06-12 16,East Fort North Bus Stand,54
2024-06-12 16,Thiruvallam,2
2024-06-12 16,Kazhakkoottam,2
2024-06-12 16,Vizhinjam Bus Stand,3
2024-06-12 16,Sree Karyam,1
2024-06-12 16,Murinjapalam,5
2024-06-12 16,Pothencode,4
2024-06-12 16,Kumarapuram,2
2024-06-12 16,Pattom Sut Office,1
2024-06-12 16,East South Fort Bus Stand,67
2024-06-12 16,Peroorkada,2
2024-06-12 16,World Market,6
2024-06-12 16,Chakai,20
2024-06-12 16,Valiyavila,3
2024-06-12 16,Pattoor Junction,1
2024-06-12 16,Dpi Junction,2
2024-06-12 16,Statue Sbi Or Secretariat,15
2024-06-12 16,Sreekaryam Junction,4
2024-06-12 16,Vedivechan Kovil,1
2024-06-12 16,Aruvikkara,1
2024-06-12 16,Pathamkallu,2
2024-06-12 16,Pappanamcode,1
2024-06-12 16,Kerala University,3
2024-06-12 15,World Market,18
2024-06-12 15,Murinjapalam,43
2024-06-12 15,Kerala University,29
2024-06-12 15,East Fort North Bus Stand,82
2024-06-12 15,Kamaleswaram,9
2024-06-12 15,Statue Sbi Or Secretariat,58
2024-06-12 15,Kumarapuram,33
2024-06-12 15,Peroorkada Depot,18
2024-06-12 15,Sree Karyam,2
2024-06-12 15,Vellayambalam Elankim Devi,6
2024-06-12 15,East South Fort Bus Stand,109
2024-06-12 15,Palayam Fine Arts College,39
2024-06-12 15,Rotary,7
2024-06-12 15,Kattayikonam,3
2024-06-12 15,16th Mile,1
2024-06-12 15,Thampanoor Main Bus Stand,84
2024-06-12 15,Pothencode,9
2024-06-12 15,Kseb Chakkai,1
2024-06-12 15,Maruthankuzhi,13
2024-06-12 15,Statue Bsnl,18
2024-06-12 15,Sn Nagar,10
2024-06-12 15,Pattoor Junction,9
2024-06-12 15,Balaramapuram,12
2024-06-12 15,East Fort South Bus Stand,95
2024-06-12 15,Karamana Junction,6
2024-06-12 15,Pathamkallu,3
2024-06-12 15,Mamam,4
2024-06-12 15,Neyyattinkara Bus Station,22
2024-06-12 15,Kaniyapuram,15
2024-06-12 15,Nedumangad Bus Stand,41
2024-06-12 15,Palayam Bakery Junction,2
2024-06-12 15,6th Stone Vazhayila,1
2024-06-12 15,Kattakkada,16
2024-06-12 15,Beema Pally,1
2024-06-12 15,Murukkumpuzha,1
2024-06-12 15,Kallumoodu,5
2024-06-12 15,Pallichal,2
2024-06-12 15,Anthiyoorkonam,1
2024-06-12 15,Valiyavila,1
2024-06-12 15,Malayinkeezh,2
2024-06-12 15,Pappanamcode,7
2024-06-12 15,Kochupally,1
2024-06-12 15,Kulathoor,2
2024-06-12 15,Valiyathura Shangumugam,6
2024-06-12 15,Ulloor,61
2024-06-12 15,Nettayam,1
2024-06-12 15,Peroorkada Junction,9
2024-06-12 15,Shangumukham Beach,8
2024-06-12 15,Sreekaryam Junction,45
2024-06-12 15,Chakai,17
2024-06-12 15,Peyad,3
2024-06-12 15,Kumarichantha,10
2024-06-12 15,Kanjirampara,3
2024-06-12 15,Mangalapuram,4
2024-06-12 15,Chellamagalam Panjayath,2
